,customerid,predictions
455,8a3735d5518aba7301518ac34413010d,1
456,8a8589045384bd830153966de1b77ab3,1
457,8a8589045384bd830153966de1b77ab3,1
458,8a85898a53bc15600153c45f7a98352e,1
459,8a85898a53bc15600153c45f7a98352e,1
460,8a858e035a60d2b0015a60dfa9a40831,1
461,8a858e2b598cba8201598e0475ff4489,1
462,8a858e2b598cba8201598e0475ff4489,1
463,8a858e475c127bce015c1715ca853ccf,1
464,8a858e71570f2c6b01571fe3e60d0089,1
465,8a858e71570f2c6b01571fe3e60d0089,1
466,8a858e71570f2c6b01571fe3e60d0089,1
467,8a858ea75ba01fdf015ba4313c283d37,1
468,8a858eef5554890501556d6c58e46b34,1
469,8a858f3e5885ffa301588ccdf1b437ef,1
470,8a858f3e5885ffa301588ccdf1b437ef,1
471,8a858f685886044001588b8117fc6188,1
472,8a858f0b5b5ddd79015b5f63003e7750,1
473,8a858f475be98d5f015bea05e74b1b04,1
474,8a858f965c6950da015c7c022e4757a6,1
475,8a858fc15b68ba6a015b7364beb20e51,1
476,8a858e175872e14e0158760dbfcc5d06,1
477,8a858e175872e14e0158760dbfcc5d06,1
478,8a858ea8580b1fee015814d9ce7f41ec,1
479,8a858ea8580b1fee015814d9ce7f41ec,1
480,8a858f3a58a6d6720158b0d75ed070f2,1
481,8a85882953bc04f80153bc05a36c0003,1
482,8a85882953bc04f80153bc05a36c0003,1
483,8a85882953bc04f80153bc05a36c0003,1
484,8a8588f7548fb0a301549bd960a96cd3,1
485,8a8589b0541e21e401541ec02e000ec4,1
486,8a858e125b1ff78f015b237dc4da47e9,1
487,8a858e495cef1ef1015cf3901dc62a7d,1
488,8a858e69566ae5b8015670dfc8cc4825,1
489,8a858e7c588604a401589940135a58fd,1
490,8a858e9b5a195041015a1a7d86c7564f,1
491,8a858eac5ad81473015adb5e13740d62,1
492,8a858eed5a476a3c015a48d4049172e3,1
493,8a858f3e5885ffa30158967ceea30830,1
494,8a8588d653a915270153ab10232e304f,1
495,8a8588d653a915270153ab10232e304f,1
496,8a858970548359cc0154866750a97482,1
497,8a858970548359cc0154866750a97482,1
498,8a858970548359cc0154866750a97482,1
499,8a858e175b343fe2015b34860bbf44da,1
500,8a858e2e5bb57a37015bbdd7f994337a,1
501,8a858e5d57518f460157579f21843441,1
502,8a858eac59b14c020159b1c6a26a5569,1
503,8a858ec95afc0922015aff7d927011fb,1
504,8a858efd5b39cf3d015b3abcd18774ef,1
505,8a858f0a5ad6757c015ad6d4c20e46a2,1
506,8a858f185c884965015c887f761821b6,1
507,8a858f2756cec0a30156e76c4e6f6163,1
508,8a858f2756cec0a30156e76c4e6f6163,1
509,8a858f2756cec0a30156e76c4e6f6163,1
510,8a858f3355ae6a610155c4dcf6ab573c,1
511,8a858f3355ae6a610155c4dcf6ab573c,1
512,8a858f475c11bc72015c1381706c10db,1
513,8a858f8a558227f2015588ff37f873d5,1
514,8a858ff35c1ada43015c1ae99d830a0b,1
515,8a858fdb58c2d2120158c76cf8d52e51,1
516,8a858fdb58c2d2120158c76cf8d52e51,1
517,8a85896653e2e18b0153e69c1b90265c,1
518,8a85896653e2e18b0153e69c1b90265c,1
519,8a85896653e2e18b0153e69c1b90265c,1
520,8a858e0c552ae0b801553545d3540c8c,1
521,8a858e0c552ae0b801553545d3540c8c,1
522,8a858e0c552ae0b801553545d3540c8c,1
523,8a858e105c1c09c8015c1d4a28156d9a,1
524,8a858e245c214660015c2c27234403a9,1
525,8a858e4e5b33db76015b33e5561f0c42,1
526,8a858e985885ff6d0158a07e0740204d,1
527,8a858ec75bfd77c4015bfda9291a0e1e,1
528,8a858eff55a090650155b0cbb1c8506e,1
529,8a858f2656e154de0156eba07ec86e98,1
530,8a858f54592214a0015926bce60f2108,1
531,8a858f7c5ccaf06d015ccb09b0070f34,1
532,8a858faf56b7821c0156cbb2b12c07a8,1
533,8a858faf56b7821c0156cbb2b12c07a8,1
534,8a858faf56b7821c0156cbb2b12c07a8,1
535,8a858fee5863a04901586977ceb769d2,1
536,8a858fee5863a04901586977ceb769d2,1
537,8a858f0656b7820c0156c1675caf6f38,1
538,8a858f345c1075d5015c113cd32b57b0,1
539,8a858fc35b347bd4015b34bbb0e15271,1
540,8a858e0b5cfa2028015cfe1927380b99,1
541,8a858e1556321b940156558c236d45af,1
542,8a858e35589c0ac00158a5b90844229d,1
543,8a858e35589c0ac00158a5b90844229d,1
544,8a858e35589c0ac00158a5b90844229d,1
545,8a858e765507208301550b5cb3ae27bc,1
546,8a858e765507208301550b5cb3ae27bc,1
547,8a858e765507208301550b5cb3ae27bc,1
548,8a858ea35a549d49015a5abfb27523a1,1
549,8a858f3e5885ffa30158967ceea30830,1
550,8a858f5f5a3d03ab015a3d1733130bf9,1
551,8a858f5f5a3d03ab015a3d1733130bf9,1
552,8a858fe556939892015698f67b7f376a,1
553,8a858fe556939892015698f67b7f376a,1
554,8a858fe556939892015698f67b7f376a,1
555,8a858fff5a28d297015a2db9e78d1744,1
556,8a858f385b34d285015b355601945bb1,1
557,8a858f4156939c3c01569f034a8d6b06,1
558,8a858f4156939c3c01569f034a8d6b06,1
559,8a858f725b49c0c0015b55555c7c5bef,1
560,8a858f9d5afc0a16015b0054bbf824f1,1
561,8a858fb1563219690156451133cc037c,1
562,8a858fb1563219690156451133cc037c,1
563,8a858fd25a1dc72f015a1dcba1230448,1
564,8a858fd25a1dc72f015a1dcba1230448,1
565,8a858fd25a1dc72f015a1dcba1230448,1
566,8a858ff25a13ebf6015a150199c5042d,1
567,8a858ff25a13ebf6015a150199c5042d,1
568,8a858f9f5679951a015689f941316720,1
569,8a858f9f5679951a015689f941316720,1
570,8a85884e54be33290154c3f438574c05,1
